tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period
50,109,27,82,27,3.037037037037037,71,11,65.13761467889908,10.091743119266056,73.39449541284404,11.563532110091748,0.09232026143790864,0.11818985212522928,0.2942861088097213,0.176096256684492,0.175,0.19166666666666657,0.27843137254901973,0.1861111111111111,3,500,150,100,0.005,
100,145,21,124,35,3.5428571428571427,110,14,75.86206896551724,9.655172413793103,79.3103448275862,19.934827586206904,0.07735348131587352,0.10144683039732522,0.27809287000128585,0.17664603960396064,0.17500000000000032,0.19374999999999976,0.2666391956015877,0.1892857142857142,3,500,150,100,0.005,
150,214,13,201,51,3.9411764705882355,181,20,84.57943925233644,9.345794392523365,84.57943925233644,23.89726440809968,0.05257938616864635,0.08214266722382635,0.25882970896933283,0.17668704174550648,0.0,0.19807692307692262,0.250656309245569,0.19807692307692262,3,500,150,100,0.005,
200,296,12,284,73,3.8904109589041096,258,26,87.16216216216216,8.783783783783784,87.16216216216216,28.50556728603603,0.0761983019402094,0.09632749907973592,0.28501701664469237,0.18868951756495644,0.0,0.20000000000000015,0.27619830194020956,0.20000000000000015,3,500,150,100,0.005,
250,461,12,449,114,3.93859649122807,414,35,89.80477223427332,7.592190889370933,89.80477223427332,29.729326644974673,0.08803521984227794,0.1030078126001403,0.29606478207168824,0.19305696947154793,0.0,0.20000000000000065,0.2880352198422786,0.20000000000000065,3,500,150,100,0.005,
300,703,12,691,172,4.017441860465116,644,47,91.60739687055477,6.685633001422475,91.60739687055477,31.21460822664768,0.09221690113521028,0.08788749045163882,0.29819477675203765,0.21030728630039883,0.0,0.20000000000000104,0.2922169011352113,0.20000000000000104,3,500,150,100,0.005,
350,1078,12,1066,265,4.022641509433963,999,67,92.67161410018552,6.215213358070501,92.67161410018552,32.358581478045735,0.09892285794687758,0.09370177131271701,0.304812181284545,0.211110409971828,0.0,0.20000000000000137,0.29892285794687895,0.20000000000000137,3,500,150,100,0.005,
400,1613,12,1601,400,4.0025,1497,104,92.80843149411035,6.447613143211408,92.80843149411035,34.311752686505464,0.10269170133019753,0.0886584011259344,0.30845089790552516,0.21979249677959076,0.0,0.20000000000000148,0.302691701330199,0.20000000000000148,3,500,150,100,0.005,
450,2640,12,2628,659,3.9878603945371776,2470,155,93.56060606060606,5.871212121212121,93.56060606060606,33.41006634048821,0.10896978983726785,0.0867611797949002,0.3140928309299207,0.2273316511350205,0.0,0.20000000000000162,0.30896978983726947,0.20000000000000162,3,500,150,100,0.005,
0,100,44,56,21,2.6666666666666665,53,3,53.0,3.0,71.0,0.20749999999999996,0.0448457792207792,0.05518867924528306,0.23018867924528308,0.17500000000000002,0.175,0.1875,0.22723214285714285,0.18238636363636365,4,500,150,100,0.005,
50,114,29,85,29,2.9310344827586206,76,9,66.66666666666667,7.894736842105263,74.56140350877193,9.687719298245614,0.05666507576661506,0.05623351679853228,0.24882610939112487,0.1925925925925926,0.175,0.1912499999999999,0.24287197231833915,0.1862068965517241,4,500,150,100,0.005,
100,144,26,118,39,3.0256410256410255,108,10,75.0,6.944444444444445,79.16666666666667,18.393576388888896,0.06798654441715371,0.05025717849562722,0.25974562734051193,0.2094884488448847,0.1750000000000003,0.19124999999999984,0.2554865444171537,0.18749999999999997,4,500,150,100,0.005,
150,192,17,175,56,3.125,158,17,82.29166666666667,8.854166666666666,82.8125,24.94889322916667,0.06969593826569256,0.07236366422264448,0.27084319842042986,0.19847953419778538,0.17500000000000046,0.1953124999999997,0.2638135853245158,0.19411764705882326,4,500,150,100,0.005,
200,284,13,271,84,3.2261904761904763,245,26,86.26760563380282,9.154929577464788,86.26760563380282,27.57208626760563,0.07329501555040216,0.06575549864840066,0.27960366117718605,0.21384816252878538,0.0,0.20000000000000015,0.2732950155504023,0.20000000000000015,4,500,150,100,0.005,
250,408,13,395,119,3.319327731092437,364,31,89.2156862745098,7.598039215686274,89.2156862745098,30.516397058823507,0.07528004310573752,0.06094506966121191,0.2800630738892763,0.2191180042280644,0.0,0.20000000000000065,0.27528004310573817,0.20000000000000065,4,500,150,100,0.005,
300,624,13,611,179,3.4134078212290504,567,44,90.86538461538461,7.051282051282051,90.86538461538461,31.274443108974328,0.0758098759485081,0.05589941660818862,0.2798353658515538,0.22393594924336516,0.0,0.20000000000000104,0.27580987594850914,0.20000000000000104,4,500,150,100,0.005,
350,965,13,952,271,3.5129151291512914,890,62,92.2279792746114,6.424870466321243,92.2279792746114,31.52283592400687,0.0772998318726105,0.051246647924934025,0.2806373236492357,0.2293906757243017,0.0,0.20000000000000137,0.27729983187261187,0.20000000000000137,4,500,150,100,0.005,
400,1543,13,1530,427,3.5831381733021077,1436,94,93.06545690213869,6.09202851587816,93.06545690213869,30.86695614603582,0.08127151842963884,0.04089017918467672,0.2837837255168035,0.24289354633212676,0.0,0.20000000000000148,0.2812715184296403,0.20000000000000148,4,500,150,100,0.005,
450,2453,13,2440,670,3.6417910447761193,2292,148,93.43660823481451,6.0334284549531185,93.43660823481451,30.701543008560915,0.07817634243346666,0.03804244966175063,0.28048383528180404,0.2424413856200534,0.0,0.20000000000000162,0.2781763424334683,0.20000000000000162,4,500,150,100,0.005,
0,100,61,39,12,3.25,39,0,39.0,0.0,71.0,0.20600000000000002,0.06267339218158899,0.24423076923076933,0.24423076923076933,0.0,0.17500000000000002,0.18879310344827588,0.24423076923076933,0.18155737704918035,0,500,250,100,0.005,
50,116,54,62,17,3.6470588235294117,57,5,49.13793103448276,4.310344827586207,75.0,9.43189655172414,0.08590378803851309,0.10149638802889593,0.2764963880288959,0.175,0.17499999999999993,0.19166666666666662,0.26831119544592047,0.18240740740740738,0,500,250,100,0.005,
100,131,54,77,21,3.6666666666666665,72,5,54.961832061068705,3.816793893129771,77.86259541984732,19.090839694656502,0.09249293977016762,0.10683787128712857,0.2818378712871289,0.17500000000000032,0.1750000000000004,0.1916666666666665,0.2749003471775751,0.1824074074074075,0,500,250,100,0.005,
150,173,54,119,33,3.606060606060606,114,5,65.89595375722543,2.8901734104046244,83.23699421965318,25.439017341040465,0.0912110465967105,0.10294382479377204,0.2779438247937725,0.17500000000000046,0.17500000000000052,0.1916666666666665,0.2736184540041181,0.1824074074074076,0,500,250,100,0.005,
200,231,53,178,49,3.63265306122449,166,12,71.86147186147186,5.194805194805195,84.41558441558442,29.899025974025964,0.12361690329358055,0.16953410657555573,0.3097082359287897,0.14017412935323398,0.17500000000000013,0.1742537313432837,0.2982789703169545,0.17466206702337395,0,500,250,100,0.005,
250,343,53,290,78,3.717948717948718,276,14,80.466472303207,4.081632653061225,88.92128279883381,31.25225947521861,0.11901135577470554,0.14607209400969126,0.3022959166677769,0.15622382265808563,0.17499999999999963,0.17772244355909753,0.29524416040524004,0.1762328046305345,0,500,250,100,0.005,
300,494,40,454,119,3.8151260504201683,434,20,87.85425101214575,4.048582995951417,91.90283400809717,33.32990890688253,0.12612589167282592,0.1440369810514937,0.31281997033814124,0.16878298928664753,0.1749999999999992,0.18569767441860555,0.3064747288821283,0.18034883720930237,0,500,250,100,0.005,
350,734,23,711,181,3.9281767955801103,684,27,93.18801089918256,3.678474114441417,94.00544959128065,34.46025204359666,0.10996164413663836,0.13845067123258878,0.3076105689110191,0.16915989767843034,0.1749999999999989,0.19852941176470712,0.3023529484844651,0.19239130434782672,0,500,250,100,0.005,
400,1199,17,1182,296,3.9932432432432434,1145,37,95.49624687239366,3.085904920767306,95.57964970809007,32.98073811509585,0.10098725334574929,0.13019382579777838,0.3035921063579335,0.1733982805601551,0.17499999999999868,0.20000000000000148,0.2995166651104565,0.1985294117647072,0,500,250,100,0.005,
