mutation_rate,task_flip_period,multicellular_pct
0.0031622776601683794,6,0.43178685251015897
0.0031622776601683794,7,0.4245909499471769
0.0031622776601683794,10,0.4175259692120603
0.0031622776601683794,13,0.46244919213689556
0.0031622776601683794,17,0.5143253065619314
0.0031622776601683794,22,0.5167063728180836
0.0031622776601683794,28,0.5263644967251347
0.0031622776601683794,37,0.5407645002024579
0.0031622776601683794,48,0.5550050860283081
0.0031622776601683794,62,0.5815368660982783
0.0031622776601683794,81,0.556054287380609
0.0031622776601683794,105,0.5087752525252526
0.0031622776601683794,136,0.5478368258827941
0.0031622776601683794,177,0.5596808477807934
0.0031622776601683794,229,0.5327206659901192
0.0031622776601683794,297,0.579373976302128
0.0031622776601683794,385,0.5521145734496685
0.0031622776601683794,499,0.5985844393993057
0.005623413251903491,1,0.41591970085526353
0.005623413251903491,2,0.4187595077278812
0.005623413251903491,3,0.4294034130095499
0.005623413251903491,4,0.4160121696089187
0.005623413251903491,6,0.4152528862723037
0.005623413251903491,7,0.43661713598432034
0.005623413251903491,10,0.4126790261185744
0.005623413251903491,13,0.432054962588003
0.005623413251903491,17,0.4765976976691441
0.005623413251903491,22,0.4855626505714752
0.005623413251903491,28,0.4801677866893858
0.005623413251903491,37,0.5320893843811634
0.005623413251903491,48,0.576190715924366
0.005623413251903491,62,0.5391437072791517
0.005623413251903491,81,0.5698569805639422
0.005623413251903491,105,0.50013632022228
0.005623413251903491,136,0.573603424770957
0.005623413251903491,177,0.5506196619834949
0.005623413251903491,229,0.5435408651191808
0.005623413251903491,297,0.5583295968527312
0.005623413251903491,385,0.5341653379245631
0.005623413251903491,499,0.5372903352071917
0.01,1,0.3928390013108382
0.01,2,0.42542528619925163
0.01,3,0.4160930491335133
0.01,4,0.39519060174418835
0.01,6,0.4153536275099148
0.01,7,0.39670669099318845
0.01,10,0.4145271498149894
0.01,13,0.42831912378237974
0.01,17,0.45431104065418193
0.01,22,0.5089517728458134
0.01,28,0.519020358770805
0.01,37,0.5191439390304046
0.01,48,0.5564198236059686
0.01,62,0.5201056182235236
0.01,81,0.5844950646728061
0.01,105,0.46084227137775163
0.01,136,0.5459740974907324
0.01,177,0.5481478921187004
0.01,229,0.5182128799976925
0.01,297,0.5606620479188916
0.01,385,0.5169653438185694
0.01,499,0.5159762587257449
0.01778279410038923,1,0.40386602320554554
0.01778279410038923,2,0.3916596073281792
0.01778279410038923,3,0.36842569641037687
0.01778279410038923,4,0.38658921321323253
0.01778279410038923,6,0.37735370200541113
0.01778279410038923,7,0.37994432405184525
0.01778279410038923,10,0.42201884898902264
0.01778279410038923,13,0.4022513256560239
0.01778279410038923,17,0.41657807833148724
0.01778279410038923,22,0.4532408131031847
0.01778279410038923,28,0.47711379669713
0.01778279410038923,37,0.48778516493296015
0.01778279410038923,48,0.5364769954570577
0.01778279410038923,62,0.4520404814140915
0.01778279410038923,81,0.4788673639130571
0.01778279410038923,105,0.503505706498784
0.01778279410038923,136,0.5117068287799995
0.01778279410038923,177,0.5081955429236907
0.01778279410038923,229,0.4865565421005087
0.01778279410038923,297,0.5500135776805658
