tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period,coop_reward_scale,task_alpha,coop_cost
150,137,55,82,31,2.6451612903225805,57,22,41.605839416058394,16.05839416058394,64.23357664233576,23.595255474452575,0.036939450212174374,0.042689911144114134,0.21768991114411437,0.17500000000000024,0.1647831659901734,0.17413079470198678,0.20580158145841174,0.16886213124623736,1,500,250,100,0.2,,,,
200,166,64,102,40,2.55,67,32,40.36144578313253,19.27710843373494,60.24096385542169,25.80602409638557,0.04393929901335547,0.05097359694951925,0.2129138954569822,0.16194029850746294,0.1576643906566874,0.14699887658481783,0.19643758129148103,0.15249828227812556,1,500,250,100,0.2,,,,
250,196,68,128,48,2.6666666666666665,87,37,44.38775510204081,18.877551020408163,61.734693877551024,30.110586734693875,0.03593763049185378,0.04384965247584613,0.20980475100066592,0.1659550985248198,0.16574506571415468,0.15582083430981952,0.19672058050384086,0.16078295001198709,1,500,250,100,0.2,,,,
300,224,75,149,55,2.709090909090909,103,41,45.982142857142854,18.303571428571427,60.714285714285715,33.80457589285711,0.024871296307917568,0.028413952644321755,0.19660737295061784,0.16819342030629608,0.16894088578105973,0.15948571992861735,0.1885172892116095,0.16364599290369194,1,500,250,100,0.2,,,,
350,261,69,192,75,2.56,128,58,49.04214559386973,22.22222222222222,59.38697318007663,35.60747126436776,0.02956288858917583,0.03501382231689748,0.20063890865769426,0.16562508634079678,0.15646182195230054,0.1625336731698269,0.18972061997823159,0.16015773138905576,1,500,250,100,0.2,,,,
400,290,68,222,85,2.611764705882353,147,66,50.689655172413794,22.75862068965517,59.310344827586206,40.70560344827578,0.01682150834910265,0.02203042818767259,0.19022994500048046,0.16819951681280787,0.16283210872234616,0.168762338225329,0.18340361513951148,0.16658210679040883,1,500,250,100,0.2,,,,
450,329,70,259,98,2.642857142857143,165,81,50.151975683890576,24.620060790273556,56.23100303951368,43.44764437689959,0.020589711149114454,0.02270580112698184,0.19115239006037799,0.16844658893339615,0.174106247367458,0.15867843100927456,0.18367608968929855,0.1630863785401841,1,500,250,100,0.2,,,,
0,100,57,43,14,3.0714285714285716,43,0,43.0,0.0,70.0,0.21775000000000003,0.03515911872705027,0.2377906976744187,0.2377906976744187,0.0,0.21574074074074076,0.19083333333333333,0.2377906976744187,0.20263157894736844,2,500,250,100,0.2,,,,
50,115,47,68,20,3.4,57,10,49.56521739130435,8.695652173913043,67.82608695652173,9.590434782608696,0.0022286876007945877,0.09562865497076022,0.21812865497076023,0.12250000000000001,0.2119747899159664,0.19326923076923072,0.20385572139303484,0.20162703379224026,2,500,250,100,0.2,,,,
100,136,48,88,27,3.259259259259259,70,14,51.470588235294116,10.294117647058824,66.91176470588235,16.99148284313726,0.009131895332390588,0.03528995756718531,0.21028995756718538,0.17500000000000007,0.19753653936822269,0.1935185185185183,0.20440829797265453,0.19527640264026394,2,500,250,100,0.2,,,,
150,168,54,114,35,3.257142857142857,85,24,50.595238095238095,14.285714285714286,63.095238095238095,21.133730158730167,0.029141036199940212,0.034810560316841876,0.20251889365017536,0.1677083333333335,0.16689530116682466,0.16496086694762174,0.1948541831216964,0.16571314692175618,2,500,250,100,0.2,,,,
200,194,63,131,41,3.1951219512195124,90,34,46.391752577319586,17.52577319587629,57.7319587628866,25.969158075601392,0.03938000185641105,0.031941308865687995,0.20694130886568815,0.17500000000000016,0.1537878787878788,0.16149435748088825,0.19818320804767697,0.15880320619126592,2,500,250,100,0.2,,,,
250,226,62,164,54,3.037037037037037,111,45,49.11504424778761,19.911504424778762,56.19469026548673,30.42894542772862,0.030455225619706455,0.0215125697520126,0.19651256975201273,0.17500000000000013,0.14041334661354565,0.1666129946616697,0.19030702078508602,0.15985179516537956,2,500,250,100,0.2,,,,
300,248,63,185,60,3.0833333333333335,125,51,50.403225806451616,20.56451612903226,56.854838709677416,36.109946236559146,0.015786462680493496,0.014287154594661317,0.18928715459466144,0.17500000000000013,0.16526162790697632,0.17075608075986484,0.18514712684279935,0.16936066416230586,2,500,250,100,0.2,,,,
350,290,68,222,70,3.1714285714285713,134,72,46.206896551724135,24.82758620689655,52.41379310344828,37.851264367816086,0.011913138819390268,0.020517079577066527,0.19114409102896185,0.17062701145189532,0.19733739467781963,0.16296004829873834,0.18397307292435602,0.17205993410496576,2,500,250,100,0.2,,,,
400,316,63,253,83,3.0481927710843375,155,79,49.050632911392405,25.0,53.48101265822785,43.12592299578056,0.004576502139728544,0.008487484126164985,0.1768718134082526,0.1683843292820876,0.1629875449795741,0.17127054534027314,0.17400638073317976,0.1694298785934512,2,500,250,100,0.2,,,,
450,340,63,277,89,3.1123595505617976,167,89,49.11764705882353,26.176470588235293,52.05882352941177,47.8117647058823,0.012405221415059509,0.010775847198602806,0.1808779958864949,0.17010214868789209,0.16307095343680597,0.16503884807153013,0.17713170525885563,0.16472648384379612,2,500,250,100,0.2,,,,
0,100,60,40,13,3.076923076923077,40,0,40.0,0.0,68.0,0.19900000000000007,0.012083333333333418,0.2062500000000001,0.2062500000000001,0.0,0.20357142857142854,0.18593750000000003,0.2062500000000001,0.19416666666666668,0,500,250,100,0.3,,,,
50,97,49,48,16,3.0,37,8,38.144329896907216,8.24742268041237,59.79381443298969,9.895360824742268,0.023838868880885794,0.05349761526232116,0.22849761526232115,0.175,0.20534547152194213,0.18749999999999997,0.21898692810457526,0.19514805922368947,0,500,250,100,0.3,,,,
100,109,52,57,20,2.85,40,12,36.69724770642202,11.009174311926605,56.88073394495413,17.85871559633029,0.037162033511043524,0.05758663366336636,0.2325866336633665,0.17500000000000013,0.1748199819982001,0.18749999999999994,0.219297410510282,0.18213537699923849,0,500,250,100,0.3,,,,
